(13320,1147)
(2609,1265)
(12639,1501)
(2116,1634)
(4727,1703)
(17218,1712)
(898,2181)
(16280,2789)
(15911,3138)
(7625,3348)
(13275,3402)
(11478,3540)
(9847,4124)
(6617,4400)
(2230,4873)
(9636,4895)
(16837,4922)
(17160,5036)
(5793,5157)
(13175,5166)
(11092,5396)
(17271,5574)
(14667,5739)
(5032,5919)
(10213,6029)
(10452,6031)
(8729,6400)
(15063,6826)
(776,7161)
(12556,7253)
(8016,7411)
(12261,7602)
(12860,8122)
(11685,8438)
(9696,8609)
(5274,10089)
(6872,10261)
(2987,10337)
(4582,10365)
(3128,10416)
(16627,10484)
(12228,10939)
(8468,11129)
(2579,11143)
(1862,11859)
(5959,12628)
(14556,12635)
(1129,12665)
(1208,12687)
(9357,12833)
(7898,12949)
(5998,13042)
(16398,13135)
(11425,13341)
(1196,13596)
(14281,14146)
(85,14440)
(1931,14496)
(1519,14590)
(17879,15013)
(18403,15084)
(4551,15285)
(10930,15487)
(14841,15542)
(19847,15677)
(9977,15774)
(2203,15948)
(7168,16262)
(9092,16331)
(16119,16404)
(16472,17177)
(18326,17554)
(4790,17561)
(2975,18018)
(8677,18423)
(3100,18655)
(4068,18832)
(5659,18998)
(481,19340)
(14409,19891)
(1775,19989)
(2443,20218)
(15877,20267)
(449,20437)
(15449,20959)
(13678,21186)
(12956,21874)
(5286,22058)
(4500,22470)
(3288,22709)
(11867,22773)
(10914,23128)
(5034,23343)
(14426,23416)
(6988,23698)
(2455,23717)
(10663,23798)
(3905,23949)
(8627,23967)
(3699,24130)
(4580,24736)
(18944,25096)
(10766,25392)
(16857,25415)
(19852,26003)
(11278,26111)
(13118,27610)
(1687,27734)
(10121,27776)
(7264,27852)
(4046,28267)
(16540,28375)
(12140,28502)
(10753,28646)
(11056,28754)
(6861,29031)
(15354,29369)
(11860,29399)
(16302,29782)
(7756,30763)
(17660,30796)
(10083,31024)
(365,31307)
(452,31309)
(8175,31898)
(5864,32064)
(2314,32799)
(3555,32934)
(10383,32986)
(17914,33161)
(14332,33323)
(6421,33460)
(5844,33701)
(12269,33802)
(15538,33807)
(10733,33993)
(15202,34434)
(2041,34473)
(8454,34854)
(9760,34902)
(11436,35265)
(15005,35347)
(3999,36614)
(18022,36716)
(16858,36830)
(5591,36952)
(12188,37080)
(7416,37238)
(11642,37341)
(18626,37390)
(6413,37535)
(7738,37811)
(7328,37839)
(758,37963)
(3243,38411)
(1268,38473)
(5227,38545)
(13959,38843)
(9579,39243)
(2932,39638)
(11137,39836)
(7517,39888)
(2689,39941)
(14187,40018)
(16872,40051)
(18717,40062)
(11290,40210)
(14513,40310)
(19255,40440)
(14283,40506)
(11534,40642)
(16599,40659)
(13204,40745)
(4125,40922)
(8116,41765)
(10050,41820)
(5243,41848)
(18272,41879)
(16644,41959)
(15382,42071)
(5503,42604)
(10812,43101)
(19854,43179)
(18933,43229)
(10744,43267)
(6568,43308)
(5105,43309)
(8325,43463)
(19769,43485)
(1598,43605)
(8796,43627)
(10131,43762)
(11019,44631)
(3579,44767)
(14785,45015)
(5157,45321)
(5783,45470)
(8808,45522)
(9044,45783)
(11658,45850)
(4915,45915)
(9651,46096)
(5914,46698)
(17626,46929)
(12769,47055)
(8248,47346)
(2145,47349)
(16482,47972)
(2732,47973)
(1543,48181)
(3379,48440)
(11108,48645)
(11038,48749)
(7587,48773)
(12635,48824)
(11901,49034)
(8332,49241)
(12758,49306)
(5847,49391)
(10660,49903)
(9363,49913)
(8589,50155)
(4834,50348)
(2912,50671)
(1665,50808)
(2999,50823)
(14673,50855)
(12861,50925)
(7213,50947)
(8564,51113)
(12920,51226)
(879,51356)
(6930,51533)
(16309,51592)
(1086,51596)
(5777,51614)
(3309,51706)
(8316,51745)
(17662,51811)
(7152,52266)
(6345,52330)
(7615,52463)
(4480,52543)
(17216,52977)
(5991,53036)
(2279,53309)
(16222,53354)
(16340,53376)
(6750,53406)
(7387,53614)
(13502,53759)
(12136,53930)
(15004,54045)
(4219,54578)
(7202,54730)
(5579,54970)
(1793,54987)
(9113,55310)
(13316,55898)
(12652,56066)
(15745,56105)
(19739,56112)
(13702,56128)
(19865,56178)
(16043,56207)
(18948,56329)
(9380,56420)
(16120,56735)
(8071,56833)
(10120,56834)
(13291,57046)
(15855,57106)
(12503,57176)
(19577,57186)
(12585,57232)
(7322,57331)
(11353,57691)
(18113,57816)
(15194,57957)
(6509,58315)
(6733,58353)
(6212,58524)
(980,58619)
(13313,58853)
(13575,58986)
(1798,59034)
(19752,59306)
(4812,59477)
(5210,59959)
(17082,59974)
(17117,60348)
(9837,60475)
(15405,60691)
(10672,60778)
(11910,60824)
(12682,61327)
(15337,61351)
(14166,61423)
(11314,61592)
(924,61859)
(4233,61870)
(12923,61977)
(4678,62152)
(13268,62527)
(6512,62651)
(2429,62760)
(6002,62775)
(13563,62861)
(2714,62927)
(14300,62984)
(6068,63070)
(4885,63100)
(10176,63168)
(15708,63626)
(18233,63629)
(7103,63735)
(3451,64030)
(5769,64084)
(17259,64268)
(19053,64374)
(16474,64417)
(19490,64505)
(16082,64562)
(17498,64765)
(756,64970)
(2355,65002)
(1193,65019)
(14127,65036)
(2419,65074)
(14829,65147)
(17606,65394)
(2484,65432)
(1151,65768)
(6534,65824)
(15618,66021)
(983,66047)
(18558,66201)
(6653,66247)
(8104,66337)
(9715,66729)
(7570,66884)
(14801,67120)
(7285,67603)
(8925,67679)
(10828,67851)
(11669,67852)
(15091,67920)
(7009,68074)
(143,68227)
(1974,68374)
(15655,68386)
(1085,68394)
(338,68400)
(11729,68479)
(9109,68913)
(3074,69288)
(15269,69451)
(14403,69558)
(12666,69563)
(4856,70000)
(9124,70123)
(15451,70406)
(16638,70626)
(11522,70682)
(10082,70733)
(7089,70910)
(16204,70945)
(15325,71075)
(18992,71178)
(139,71441)
(19167,71549)
(12740,71586)
(8906,71871)
(8125,72165)
(6608,72233)
(3321,72511)
(3033,72748)
(14457,72884)
(4647,72959)
(16098,73286)
(4750,73307)
(4168,73316)
(7077,73355)
(5131,73368)
(11762,73424)
(18844,73448)
(6918,73468)
(9914,73521)
(7532,73540)
(15854,73559)
(8550,73563)
(17859,73695)
(16617,73702)
(18438,73978)
(18492,74631)
(12308,74632)
(443,74883)
(6860,74904)
(10005,74993)
(9390,75154)
(2214,75219)
(10017,75392)
(4462,75480)
(7996,75659)
(16860,75710)
(15414,75766)
(13127,76154)
(7466,76549)
(16199,76579)
(9812,76716)
(9114,76899)
(8843,77258)
(18289,77499)
(176,77535)
(554,77594)
(1032,77631)
(9616,77647)
(6969,77785)
(5321,77832)
(265,77870)
(3032,78092)
(279,78146)
(15667,78369)
(18652,78500)
(1647,78513)
(14929,78953)
(5718,79109)
(5825,79130)
(12587,79205)
(14843,79310)
(17520,79856)
(19218,80046)
(12442,80115)
(19638,80213)
(7507,80602)
(6109,80603)
(929,80653)
(3521,80700)
(7794,80740)
(10641,81031)
(528,81040)
(17889,81312)
(12613,81487)
(3125,81647)
(3140,81651)
(15348,81819)
(17344,82034)
(18024,82139)
(7858,82692)
(10956,82751)
(10101,82837)
(12713,83105)
(13157,83122)
(19770,83505)
(4230,83517)
(2901,83681)
(4398,83700)
(1618,83875)
(14313,83915)
(13257,84034)
(2835,84296)
(15397,84436)
(14458,84603)
(13380,84611)
(17241,84640)
(5298,84660)
(18598,84674)
(18375,84752)
(11984,84817)
(15478,84974)
(7851,85214)
(12744,85235)
(12465,85296)
(14226,85442)
(6220,85489)
(10007,85688)
(11012,85775)
(178,85918)
(346,85935)
(11942,85960)
(2195,86016)
(1867,86191)
(13394,86373)
(6166,86823)
(12393,86920)
(9531,86992)
(15462,87073)
(4873,87223)
(11105,87244)
(13323,87395)
(8146,87476)
(12287,87631)
(15364,87964)
(6370,87990)
(10793,88368)
(10039,88403)
(3324,88548)
(11602,88600)
(14609,88602)
(1063,88622)
(17860,88666)
(16258,88668)
(1056,88673)
(1354,88687)
(3831,88851)
(16636,89342)
(7143,89423)
(15693,89497)
(3359,89566)
(19013,89576)
(4216,89681)
(15640,89748)
(13325,89758)
(15074,89762)
(13374,89873)
(14171,89953)
(19853,90484)
(9687,90726)
(11595,90816)
(59,90960)
(11433,91004)
(2798,91340)
(2656,91471)
(12911,91478)
(17169,91581)
(3611,91619)
(2168,91774)
(4564,91997)
(14429,92053)
(2323,92059)
(5809,92073)
(13671,92133)
(18442,92343)
(17647,92444)
(5622,92509)
(15086,92694)
(16465,92782)
(7922,92816)
(16437,92953)
(9012,93061)
(13387,93270)
(13001,93409)
(9178,93458)
(2347,93545)
(1428,93658)
(4036,93908)
(10097,93929)
(18981,93930)
(13764,93981)
(12170,94083)
(4110,94171)
(8390,94341)
(13851,94518)
(9515,94597)
(7057,94673)
(16259,94680)
(5552,94794)
(5475,94904)
(17526,94921)
(15356,94981)
(7402,95033)
(9242,95047)
(19591,95062)
(8242,95111)
(19833,95161)
(12795,95447)
(14695,95523)
(13909,95562)
(160,95570)
(2754,95612)
(941,95746)
(3692,95762)
(5019,95844)
(1664,95857)
(2258,95917)
(10088,95997)
(4997,96076)
(2081,96128)
(11337,96183)
(6200,96201)
(8473,96287)
(15248,96326)
(12458,96542)
(13363,96585)
(18350,96621)
(16596,96648)
(5301,96681)
(19656,96725)
(5296,96733)
(16605,96757)
(5522,96946)
(12940,97109)
(16610,97337)
(15301,97352)
(7028,97362)
(11875,97491)
(74,97674)
(566,97808)
(12208,97912)
(3014,97914)
(6634,98139)
(3207,98154)
(5537,98212)
(6691,98252)
(5615,98315)
(18982,98355)
(4771,98373)
(11583,98384)
(7023,98643)
(19594,98674)
(9976,98690)
(13504,98772)
(7248,98875)
(11451,98904)
(14022,98918)
(18167,98925)
(15464,98957)
(6198,99043)
(6191,99055)
(6887,99071)
(9742,99085)
(7108,99175)
(6325,99183)
(13729,99237)
(16385,99240)
(19549,99384)
(19296,99420)
(10255,99563)
(12295,99684)
(802,99736)
(976,99825)
(1294,99920)
(2560,100125)
(4165,100190)
(4560,100231)
(13224,100449)
(14149,100453)
(16483,100476)
(7661,100561)
(7184,100575)
(15128,100589)
(16902,100596)
(8682,100719)
(18354,100738)
(13188,100814)
(5790,100842)
(11381,100871)
(12220,100893)
(7303,100953)
(13549,100960)
(17052,101037)
(9095,101160)
(16455,101237)
(10989,101393)
(1310,101469)
(1676,101470)
(5174,101480)
(3745,101519)
(1206,101558)
(13252,101570)
(4380,101600)
(604,101643)
(1499,101797)
(1785,101810)
(5731,101836)
(2256,101891)
(18416,101909)
(3989,101960)
(3373,101974)
(3312,101998)
(8045,102032)
(5949,102042)
(3586,102065)
(11355,102174)
(6324,102281)
(7142,102329)
(10499,102387)
(15549,102439)
(13651,102456)
(17574,102605)
(8515,102690)
(9068,102733)
(10554,102737)
(10003,102770)
(13300,102819)
(12914,102871)
(9276,102988)
(15907,103090)
(16634,103150)
(5093,103177)
(4706,103407)
(1408,103409)
(17045,103529)
(3269,103584)
(3717,103593)
(4524,103713)
(6250,103799)
(15792,103839)
(12306,103885)
(14963,103936)
(7377,103997)
(7211,104002)
(15569,104065)
(11220,104175)
(9411,104230)
(11720,104255)
(13569,104259)
(9195,104361)
(8518,104371)
(10338,104490)
(15345,104531)
(9504,104588)
(10221,104609)
(4552,104703)
(688,104754)
(4684,104784)
(5696,104802)
(13430,104847)
(1996,104865)
(15444,104894)
(2222,104954)
(2223,104979)
(3520,105118)
(5186,105204)
(6498,105324)
(18487,105352)
(10320,105437)
(6655,105491)
(8634,105510)
(12008,105643)
(8811,105649)
(8845,105652)
(19848,105739)
(9601,105808)
(11616,105828)
(13455,105898)
(16240,105963)
(11071,105981)
(17457,106005)
(1728,106094)
(643,106205)
(1879,106296)
(17444,106406)
(19720,106407)
(15096,106420)
(17567,106422)
(15700,106458)
(6386,106459)
(4427,106482)
(17178,106492)
(19923,106512)
(5271,106601)
(7782,106694)
(18864,106747)
(16421,106821)
(8738,106914)
(9240,107006)
(12627,107029)
(16913,107054)
(15597,107159)
(2743,107348)
(1760,107351)
(7952,107424)
(1967,107428)
(4243,107434)
(2383,107559)
(5625,107626)
(4348,107629)
(18872,107683)
(17665,107704)
(17730,107756)
(4336,107763)
(19893,107776)
(4780,107785)
(10492,107859)
(13917,107983)
(19723,108050)
(17279,108065)
(8005,108069)
(6856,108073)
(8433,108095)
(11123,108226)
(19561,108237)
(11125,108285)
(15424,108320)
(11977,108364)
(13402,108412)
(228,108443)
(5738,108478)
(2392,108486)
(4385,108535)
(1684,108609)
(2326,108659)
(4563,108685)
(3851,108687)
(5329,108715)
(1159,108781)
(8436,108800)
(7255,108973)
(7109,109013)
(15744,109063)
(9659,109096)
(10350,109131)
(7250,109171)
(9130,109174)
(15481,109226)
(15637,109230)
(13841,109265)
(9666,109272)
(12675,109281)
(15488,109295)
(10016,109324)
(18674,109339)
(15455,109373)
(17303,109378)
