(16073,109401)
(6152,109423)
(18219,109456)
(316,109467)
(762,109473)
(5727,109490)
(12724,109536)
(1459,109544)
(19059,109663)
(2194,109665)
(14078,109679)
(3519,109715)
(5349,109759)
(7239,109763)
(10606,109848)
(15529,109875)
(7928,109915)
(11644,109990)
(10035,110028)
(19871,110079)
(6147,110109)
(14151,110201)
(7809,110254)
(11957,110257)
(18638,110270)
(1209,110344)
(1285,110347)
(4317,110350)
(5737,110378)
(7690,110386)
(15819,110421)
(945,110439)
(1432,110512)
(3513,110529)
(14432,110558)
(3248,110602)
(5144,110635)
(8422,110694)
(10455,110705)
(11115,110730)
(8251,110765)
(10692,110770)
(13213,110775)
(17335,110833)
(11574,110838)
(12248,110865)
(13109,110927)
(19089,110982)
(15821,110999)
(16206,111035)
(17354,111050)
(483,111093)
(3023,111112)
(5925,111120)
(5973,111130)
(6997,111148)
(1466,111154)
(13470,111189)
(1470,111202)
(5226,111236)
(14645,111242)
(2546,111252)
(15518,111257)
(3305,111272)
(2054,111281)
(4617,111293)
(7775,111301)
(5746,111353)
(13941,111355)
(16347,111381)
(18838,111401)
(10389,111419)
(14860,111425)
(16665,111426)
(17929,111441)
(11179,111447)
(13707,111471)
(19291,111503)
(15062,111514)
(18523,111538)
(12872,111547)
(12631,111556)
(13255,111560)
(18960,111589)
(16393,111596)
(13571,111649)
(13216,111653)
(13904,111658)
(14357,111668)
(17181,111673)
(15740,111683)
(204,111687)
(896,111693)
(1122,111701)
(1169,111709)
(18255,111732)
(3020,111792)
(11170,111825)
(18850,111828)
(13920,111849)
(4701,111856)
(12326,111872)
(8496,111891)
(15303,111908)
(11944,111914)
(9723,111917)
(15864,111928)
(9137,111954)
(13199,111964)
(6181,111976)
(14162,111991)
(13034,112001)
(8412,112017)
(12699,112030)
(13429,112055)
(6140,112132)
(3329,112146)
(6705,112154)
(7723,112155)
(2400,112158)
(2238,112159)
(3601,112165)
(4172,112167)
(18016,112171)
(19214,112190)
(8081,112192)
(4225,112197)
(9667,112207)
(5512,112218)
(19213,112219)
(4576,112227)
(5448,112228)
(3975,112236)
(12593,112284)
(19942,112287)
(12023,112310)
(11095,112351)
(11458,112358)
(13537,112365)
(14734,112390)
(948,112396)
(1192,112397)
(2808,112408)
(2059,112413)
(6773,112417)
(8297,112420)
(17809,112435)
(5716,112439)
(9250,112449)
(10211,112455)
(14235,112469)
(3829,112472)
(4383,112474)
(10993,112478)
(14648,112498)
(8865,112513)
(12719,112518)
(19559,112532)
(11979,112538)
(19332,112539)
(19419,112544)
(13166,112549)
(15376,112553)
(16364,112555)
(19662,112560)
(15222,112561)
(16776,112563)
(15378,112568)
(294,112570)
(1761,112571)
(3401,112575)
(8482,112577)
(8499,112578)
(9216,112580)
(8784,112583)
(10303,112585)
(1960,112589)
(11477,112593)
(12011,112595)
(15241,112596)
(13820,112600)
(16005,112603)
(18222,112604)
(18932,112608)
(18988,112612)
(0,0,0)
(0,0,0)
(10531,12,50)
(10531,212882)
(15665,9950,13500)
(18067,9950,14000)
(15665,9950,13500)
(18067,9955,14000)
(2495,9960,14000)
(15665,340495)
(2495,341495)
(18067,341500)
(19249,30000,47000)
(16564,573495)
(19249,583500)
(4083,647550)
(4441,674550)
(1533,2000,4000)
(5489,2005,3500)
(14345,2010,2500)
(17421,2015,3500)
(7496,2020,3700),(14345,2020,2500)
(14345,912495)
(5489,916490)
(17421,916500)
(7496,916900)
(1533,917200)
